date,country,confirmed,deaths,recovered,active
2018-08-18,Malaysia,49090,1378,28640,19072
2019-03-27,Cambodia,148371,4413,95985,47973
2005-01-16,Bangladesh,1816320,13151,1509038,294131
2023-10-10,South Africa,80704,36,46637,34031
2015-07-12,Italy,1018563,21089,728282,269192
2013-02-05,Germany,399279,1485,207126,190668
2017-06-13,Brazil,1266536,1929,868184,396423
2005-12-30,Argentina,963066,1952,662512,298602
2013-06-28,Bangladesh,18126,314,12786,5026
2002-09-06,Bangladesh,307616,8174,175876,123566
2006-02-02,Malaysia,592470,14236,444621,133613
2016-02-24,Saudi Arabia,1164836,15937,883064,265835
2024-06-23,UK,567203,9681,389018,168504
2002-04-21,Thailand,1609323,9190,1308197,291936
2001-07-11,Malaysia,474622,1804,259583,213235
2000-11-01,Bangladesh,1226030,13676,907988,304366
2004-07-19,USA,511341,12989,328216,170136
2018-02-21,Germany,612397,12483,377888,222026
2005-03-20,Bangladesh,1509237,42936,1376218,90083
2017-06-07,Kenya,872796,17784,538189,316823
2012-10-15,Pakistan,956698,5259,558705,392734
2008-10-23,Canada,606582,8294,349230,249058
2005-05-09,China,1725131,23367,1630636,71128
2006-09-06,Pakistan,1954192,38075,1569862,346255
2001-11-29,Mexico,1437784,35331,882129,520324
2017-06-27,Bangladesh,269288,1036,198577,69675
2002-10-21,France,1853473,3719,1510639,339115
2001-11-03,South Korea,1386341,27480,1106076,252785
2012-12-20,Saudi Arabia,1946637,34515,1072777,839345
2007-06-03,Australia,35943,115,23053,12775
2016-11-26,Argentina,1001753,2230,773197,226326
2011-01-10,Saudi Arabia,1457522,21319,1179973,256230
2001-01-17,Thailand,1593518,15840,1206190,371488
2007-09-28,UK,1506450,23606,1029439,453405
2013-04-20,Thailand,45694,498,26779,18417
2018-06-06,Argentina,1784752,42900,1375391,366461
2009-05-14,Japan,203105,1749,149065,52291
2000-10-01,France,1888392,33363,1327408,527621
2017-09-27,UK,1312131,27414,773725,510992
2021-12-18,Spain,727677,1469,628667,97541
2004-12-14,South Africa,1201983,17175,1052205,132603
2021-11-02,Russia,1330414,37799,1141501,151114
2017-07-05,Mexico,1234405,36867,788498,409040
2010-01-18,France,513837,12081,467915,33841
2020-02-24,Mexico,933741,8297,551117,374327
2016-10-31,Vietnam,806760,15647,574938,216175
2018-11-08,Kenya,1875811,53693,1085660,736458
2017-03-14,Malaysia,585316,3436,360364,221516
2022-08-19,China,136515,1714,122998,11803
2018-05-11,South Africa,440932,1082,274631,165219
2002-02-12,China,1849004,49801,1009611,789592
2017-04-21,Mexico,1339373,14133,1146473,178767
2013-04-30,Vietnam,860861,19001,619397,222463
2004-01-22,Italy,112810,1930,89103,21777
2024-07-09,France,1529759,39751,841223,648785
2023-06-03,Cambodia,785857,19281,487575,279001
2017-07-22,Bangladesh,388689,9630,287186,91873
2016-12-22,Pakistan,1157500,33812,755045,368643
2003-04-25,Saudi Arabia,1697169,5951,1172953,518265
2001-04-11,Spain,506337,5554,310794,189989
2007-11-18,Vietnam,392361,3275,261222,127864
2014-03-11,Malaysia,726091,16872,597534,111685
2023-01-04,Malaysia,644463,10550,399229,234684
2000-11-07,Japan,1463032,6911,1022825,433296
2000-06-04,Italy,1898664,23688,1554077,320899
2018-10-19,India,780452,1700,447246,331506
2011-12-06,Italy,1409237,24535,1043121,341581
2011-01-26,Italy,576949,3482,536068,37399
2005-02-02,Vietnam,1192548,6493,772654,413401
2002-10-21,Kenya,582335,16627,536471,29237
2016-09-06,Spain,1606008,3490,891210,711308
2003-04-26,UK,865521,349,793104,72068
2002-12-31,Pakistan,1425847,14700,1058231,352916
2007-09-17,Malaysia,1943981,35347,1582230,326404
2012-11-05,Japan,1376454,1850,970311,404293
2011-09-17,Indonesia,593562,4728,346403,242431
2002-12-21,Vietnam,1276646,15165,1039509,221972
2021-03-18,Cambodia,1006085,9553,681347,315185
2014-02-10,Cambodia,1127331,25525,797817,303989
2017-06-08,Turkey,1720252,34839,914394,771019
2006-12-03,Bangladesh,1111540,2158,937960,171422
2009-01-07,Germany,1509821,29338,1255183,225300
2015-07-15,USA,981673,15413,841984,124276
2019-01-18,South Korea,1124523,22583,1052639,49301
2016-02-28,UK,814281,9626,754419,50236
2015-08-20,Australia,579835,4683,524704,50448
2012-04-25,Russia,1396052,35738,759668,600646
2015-07-29,Australia,935647,4059,618864,312724
2010-06-02,South Africa,1683014,22207,1413294,247513
2007-01-24,India,744061,2910,566137,175014
2014-10-17,Spain,1645592,5002,1278760,361830
2021-09-13,Malaysia,953399,25345,595450,332604
2003-03-30,Germany,226061,3301,185814,36946
2006-12-05,Argentina,283372,4523,262713,16136
2024-05-28,Turkey,1508179,27098,896505,584576
2015-02-07,Turkey,1559813,31584,1360703,167526
2016-10-07,Pakistan,1522865,28845,1224847,269173
2000-05-15,Bangladesh,23592,627,19636,3329
2010-10-28,USA,1098534,4122,767168,327244
2014-02-15,China,1401996,38471,1000305,363220
2021-08-04,Vietnam,141622,1313,105203,35106
2001-08-14,France,1905074,56621,1778367,70086
2024-01-11,China,427772,9790,326004,91978
2001-11-27,Italy,1413748,27490,1017794,368464
2012-08-24,South Africa,1158083,22156,836794,299133
2007-12-12,Canada,230840,731,200076,30033
2015-11-25,China,148494,1225,87137,60132
2008-04-20,India,1688908,28269,1319871,340768
2005-11-16,Germany,964601,25630,678447,260524
2011-01-27,Russia,1748408,24276,1298635,425497
2015-07-17,Cambodia,1091856,5053,816329,270474
2000-08-30,South Korea,389108,6816,328913,53379
2016-07-08,Mexico,1574077,31190,1365878,177009
2007-09-28,Italy,796276,6718,477769,311789
2016-08-09,Japan,1710575,17566,1543843,149166
2016-10-25,Bangladesh,1111518,8664,653220,449634
2019-02-09,Italy,1773481,46330,1063444,663707
2004-06-10,South Korea,1263965,20966,1041209,201790
2008-11-29,Argentina,201756,1368,163559,36829
2007-08-13,India,461782,4652,299514,157616
2012-10-22,Philippines,433593,7807,351250,74536
2013-04-03,France,143302,2335,106970,33997
2011-08-20,Kenya,1376010,26098,806847,543065
2003-06-05,Spain,785075,5025,678077,101973
2015-01-21,Germany,1536714,4201,910677,621836
2013-12-25,Japan,532213,8536,312661,211016
2010-12-03,Bangladesh,1025435,22643,729599,273193
2021-05-02,UK,1536634,23655,1128331,384648
2010-06-24,Canada,443296,12494,362916,67886
2011-08-04,Australia,1313822,22259,1094240,197323
2015-05-06,Indonesia,650873,1697,388819,260357
2001-11-03,Mexico,1545447,20199,1321072,204176
2007-11-04,Germany,1500487,41696,1168002,290789
2017-06-09,Italy,1340677,18411,860049,462217
2005-08-01,Mexico,1243438,26555,977202,239681
2020-10-11,India,718483,3034,672503,42946
2005-03-02,Australia,629524,4807,349458,275259
2014-07-05,Australia,534308,3988,466865,63455
2008-02-28,Kenya,451270,10141,424440,16689
2009-07-25,France,1644900,6607,977294,660999
2011-01-31,Brazil,195019,5189,114273,75557
2020-08-18,Indonesia,1030308,28961,687770,313577
2011-03-18,Argentina,1007456,14503,584929,408024
2011-03-22,Kenya,1106175,3400,644209,458566
2001-11-14,China,1888860,37679,1774521,76660
2015-12-13,India,1924793,30369,1628398,266026
2007-08-10,Brazil,571931,16627,336058,219246
2023-03-22,Australia,269010,3726,218021,47263
2019-12-27,Argentina,145840,2387,96810,46643
2018-06-20,Canada,1677796,19550,981318,676928
2008-02-15,UK,608817,5416,349101,254300
2010-05-28,Philippines,1144643,16737,709189,418717
2024-03-19,Argentina,351065,5495,275152,70418
2017-10-12,Thailand,1855578,16246,1544064,295268
2016-01-21,Malaysia,1589317,28141,859824,701352
2001-05-09,Philippines,1873380,40027,1312757,520596
2012-01-28,Argentina,1510714,29162,1093181,388371
2020-10-27,Italy,971334,4730,505271,461333
2020-04-04,South Africa,125830,1045,87050,37735
2005-05-26,Saudi Arabia,1202268,7574,1105985,88709
2008-07-30,Indonesia,1869763,367,1447593,421803
2013-10-09,Brazil,268655,1129,183284,84242
2022-10-26,Malaysia,75565,1184,68255,6126
2005-06-11,Malaysia,1279433,19691,1070599,189143
2017-01-07,Kenya,963591,10859,830166,122566
2000-12-14,South Korea,913331,10121,762416,140794
2005-06-22,Italy,1565270,32100,1136019,397151
2021-01-08,Pakistan,231275,2853,163090,65332
2007-03-05,Germany,1450178,43072,1108235,298871
2013-10-24,Philippines,1384032,1958,879057,503017
2005-03-31,UK,1685609,46942,1163470,475197
2011-08-03,Thailand,1251034,25070,1143690,82274
2007-02-24,Turkey,1206568,21435,733539,451594
2011-05-31,USA,731986,9350,429901,292735
2021-01-17,Saudi Arabia,1045470,28226,723559,293685
2003-09-11,Spain,214400,5592,162322,46486
2011-03-05,Egypt,803636,13102,712681,77853
2000-02-21,Cambodia,774201,5670,480813,287718
2002-05-04,Vietnam,551309,8902,324189,218218
2012-06-05,India,1749199,10305,918386,820508
2023-01-05,South Korea,555249,4545,443746,106958
2010-11-15,Germany,659886,12221,475407,172258
2019-09-16,Indonesia,781405,4454,589313,187638
2014-07-02,USA,662351,13334,546166,102851
2016-05-26,Australia,1539834,22401,1088232,429201
2021-05-19,Cambodia,935780,24355,564070,347355
2011-04-12,Malaysia,95842,1573,70765,23504
2021-02-02,USA,51323,758,48396,2169
2010-01-27,Egypt,1349738,27576,943954,378208
2022-05-16,UK,742051,7056,466469,268526
2008-02-16,South Africa,1623003,16627,1356493,249883
2020-10-07,Indonesia,1424826,41099,978686,405041
2002-02-05,South Africa,154131,3208,84433,66490
2002-03-23,Russia,1340007,561,1259635,79811
2010-12-20,Argentina,1934899,38015,1607792,289092
2020-09-26,Mexico,1467443,29390,1114463,323590
2003-07-18,USA,66207,1865,47956,16386
2001-05-19,Argentina,1896291,14710,1742582,138999
2021-06-17,Indonesia,234424,1389,143529,89506
2014-06-25,Argentina,1857842,16159,1189364,652319
2022-08-01,Russia,1769209,41614,1199460,528135
2003-04-17,Mexico,1927506,22804,1046392,858310
2003-11-06,Russia,295538,910,252140,42488
2015-07-29,France,1487423,44045,1019679,423699
2015-01-28,Egypt,1297691,29550,982618,285523
2022-11-27,Malaysia,303046,8633,219963,74450
2002-10-21,Turkey,820259,18645,619782,181832
2006-01-19,Saudi Arabia,1046347,7289,801373,237685
2006-12-01,Malaysia,492327,5409,342692,144226
2010-05-03,Russia,402874,5223,268841,128810
2024-06-28,UK,713222,489,479154,233579
2013-01-05,Cambodia,389941,10421,270619,108901
2004-10-13,Pakistan,1494694,2638,1358171,133885
2021-03-04,Pakistan,19395,438,14590,4367
2007-09-30,Spain,786968,20876,575254,190838
2020-02-17,Mexico,1475954,8450,1236031,231473
2010-10-08,Japan,1427966,5979,1105008,316979
2021-07-06,South Korea,1493468,19023,1072878,401567
2018-12-11,Pakistan,1823329,36327,988563,798439
2014-05-15,Australia,578153,15657,387276,175220
2017-06-03,South Africa,1426667,13718,911877,501072
2019-05-18,Canada,133820,2507,119828,11485
2012-05-04,Bangladesh,384074,10766,228804,144504
2006-06-25,China,229601,6061,127836,95704
2022-05-11,France,676074,12566,626373,37135
2023-07-18,Italy,577820,15058,447556,115206
2016-02-23,Italy,1642529,33817,1233009,375703
2024-08-01,Brazil,707614,5608,452830,249176
2016-10-17,Saudi Arabia,1380042,26035,818568,535439
2015-10-12,Germany,1148510,17616,769652,361242
2010-10-21,Egypt,1025000,875,678331,345794
2008-10-11,Spain,873619,5651,750676,117292
2005-07-17,Italy,1395336,16301,731396,647639
2009-11-25,Spain,1056828,22705,911458,122665
2018-03-04,Vietnam,663511,18332,615887,29292
2021-05-10,South Africa,1818857,13220,962559,843078
2012-08-16,Spain,181964,2603,103704,75657
2011-07-05,Australia,710705,3424,379087,328194
2007-04-27,Bangladesh,1192257,20377,1072737,99143
2005-07-13,Thailand,1578445,27183,792752,758510
2018-04-21,India,136792,3619,125233,7940
2005-08-09,Egypt,1590606,22964,805236,762406
2003-11-16,Malaysia,820173,21583,457144,341446
2022-10-23,Malaysia,745284,2593,413865,328826
2016-08-01,Turkey,124487,3174,88071,33242
2003-10-10,Egypt,79348,923,44136,34289
2006-07-24,UK,1208317,14381,918624,275312
2013-05-25,Mexico,546044,10435,496643,38966
2005-12-23,Cambodia,1142986,29973,607777,505236
2008-02-10,Japan,1762061,38332,1533363,190366
2004-03-15,Spain,383960,2199,334172,47589
2005-01-27,Vietnam,1749283,33155,1449286,266842
2017-04-28,Italy,1813222,40630,1347056,425536
2011-10-24,Argentina,841503,5893,608976,226634
2000-03-05,Germany,1928281,7406,1180995,739880
2016-12-04,South Korea,1441801,42540,1053015,346246
2003-11-23,Vietnam,356771,4012,276913,75846
2009-09-28,Russia,281475,5717,243084,32674
2004-08-27,Malaysia,10068,92,5662,4314
2006-04-29,Germany,478068,5180,291805,181083
2012-09-10,India,1385464,41420,1085546,258498
2021-08-19,Russia,1569370,4040,1170884,394446
2021-12-06,India,1985859,37116,1385096,563647
2024-03-29,Thailand,1582779,7365,1282580,292834
2023-09-25,Canada,1656911,34437,1460397,162077
2011-02-24,China,410393,84,353883,56426
2012-01-10,Philippines,392383,1257,299776,91350
2015-08-17,Cambodia,1541239,11434,1192781,337024
2002-04-25,Cambodia,1536509,25606,978739,532164
2018-08-04,Italy,1305019,6680,772122,526217
2018-04-15,Vietnam,461940,4090,411045,46805
2000-12-11,Argentina,624837,1419,352960,270458
2021-04-07,Malaysia,315422,4486,167394,143542
2017-08-30,UK,1461946,29486,1101753,330707
2023-02-12,France,1561865,10617,1084962,466286
2002-02-23,Canada,1709801,30557,1158611,520633
2009-03-25,Vietnam,500640,2080,409094,89466
2008-02-03,Mexico,610832,8592,416507,185733
2011-02-01,Vietnam,31786,374,24344,7068
2004-03-15,Argentina,1245730,23780,816067,405883
2004-10-19,Mexico,1771530,25712,1503555,242263
2018-06-27,Philippines,13297,34,7924,5339
2020-08-29,UK,1718796,19004,1384243,315549
2022-04-01,Argentina,1824134,51353,940573,832208
2000-01-16,Thailand,1232119,24814,1132156,75149
2003-02-12,Thailand,486004,7933,419040,59031
2014-02-01,Vietnam,177191,4360,121915,50916
2005-12-22,USA,539758,5949,333717,200092
2024-07-11,Vietnam,664148,18978,552576,92594
2022-08-03,Thailand,873755,7566,717715,148474
2019-11-07,UK,876167,14197,497070,364900
2009-06-15,Spain,1655809,7105,1034476,614228
2000-04-12,Cambodia,993870,4370,603622,385878
2016-12-01,Spain,478372,8370,281198,188804
2024-07-12,Kenya,1045228,30954,716971,297303
2023-05-05,Italy,921119,8754,490274,422091
2007-02-13,Kenya,1164639,3554,796966,364119
2019-06-07,Bangladesh,974083,4293,907288,62502
2020-04-07,Pakistan,862312,14108,502401,345803
2008-11-28,Kenya,1619584,37885,1425077,156622
2016-01-21,Canada,356565,7098,287401,62066
2023-01-12,Brazil,579318,7755,406937,164626
2007-10-01,Turkey,640563,1932,586638,51993
2007-05-12,Vietnam,1614091,32790,1093076,488225
2005-12-06,Brazil,465742,603,274891,190248
2014-01-05,South Africa,1490142,43242,1049076,397824
2018-12-28,China,1214495,36247,729325,448923
2016-06-22,Bangladesh,884232,24296,469122,390814
2009-01-01,Pakistan,1816233,6839,1623082,186312
2017-01-12,Argentina,378766,9256,292696,76814
2019-12-13,Pakistan,1140019,4929,608190,526900
2016-05-20,Cambodia,985323,27620,900072,57631
2022-10-03,India,143914,2525,122825,18564
2014-03-01,Vietnam,1106482,19013,642951,444518
2002-07-26,Kenya,1119033,25571,785012,308450
2012-04-12,Malaysia,1664455,1739,1391778,270938
2015-08-25,Argentina,464953,7261,377221,80471
2012-09-24,Germany,650035,7505,478331,164199
2021-12-06,Australia,1873775,20568,1322447,530760
2009-04-10,Mexico,1863697,18647,1363126,481924
2015-01-22,Bangladesh,1325152,30301,962073,332778
2015-10-16,Malaysia,1390371,35365,907708,447298
2018-10-07,USA,712895,4260,400484,308151
2011-08-23,Spain,1479180,33346,1102223,343611
2019-05-06,Pakistan,1581962,40528,1238363,303071
2016-05-20,Kenya,1693657,23164,880291,790202
2011-06-29,Bangladesh,1486774,22392,1345547,118835
2015-03-25,Indonesia,646311,5432,334700,306179
2022-02-15,Argentina,996406,13709,891988,90709
2009-08-14,Thailand,259604,6469,241975,11160
2012-04-05,Japan,253681,1318,196666,55697
2011-12-04,Indonesia,1119404,661,1028029,90714
2014-10-04,Argentina,1731049,17153,1033114,680782
2001-02-23,Canada,1336992,34862,1231832,70298
2005-03-11,Philippines,1891518,51310,1615566,224642
2015-03-19,Indonesia,299131,4701,245863,48567
2012-04-11,Russia,1881332,21806,1022734,836792
2006-09-08,Canada,594185,13100,390561,190524
2004-04-01,Pakistan,21800,67,13242,8491
2013-01-12,Canada,1888530,6755,1422539,459236
2021-08-25,USA,1452159,8019,1001914,442226
2020-10-08,Italy,1860262,48170,1198898,613194
2013-09-11,UK,1282548,22493,1077322,182733
2003-05-22,France,1458980,36750,1168088,254142
2021-09-02,Egypt,1837191,6453,945770,884968
2002-03-06,Thailand,1876145,53507,1149641,672997
2008-05-30,Argentina,840433,18322,714548,107563
2000-12-11,Saudi Arabia,1464846,33603,1104762,326481
2007-02-13,Indonesia,619619,6202,343983,269434
2016-05-02,Brazil,597804,14835,377498,205471
2005-02-27,Argentina,929122,4655,653152,271315
2023-01-04,Spain,1920185,47801,1075521,796863
2001-02-03,Philippines,794589,23227,709570,61792
2010-02-15,Italy,956642,13100,741691,201851
2008-08-05,Turkey,849513,812,759317,89384
2008-01-12,Egypt,1842952,2594,1518761,321597
2021-08-29,China,621143,468,502322,118353
2016-01-25,USA,1046397,14033,727225,305139
2017-04-24,USA,1183270,4011,870382,308877
2000-12-11,Bangladesh,1349271,8661,1196221,144389
2024-06-03,Russia,1353608,14806,904121,434681
2016-02-11,Vietnam,1782182,26243,940799,815140
2006-08-14,Saudi Arabia,245658,2821,181371,61466
2021-05-06,Egypt,1433628,22241,1290452,120935
2007-03-11,Vietnam,799703,12946,515748,271009
2004-04-25,Cambodia,1284902,23533,842043,419326
2007-12-12,USA,1489046,13927,806646,668473
2014-11-18,Argentina,1976637,45325,1034502,896810
2007-01-29,South Africa,675615,14306,361269,300040
2010-03-21,Italy,319664,4530,178240,136894
2021-06-08,Vietnam,684253,16568,344323,323362
2003-09-01,Malaysia,1531601,27555,1243915,260131
2001-07-10,Cambodia,216936,6470,170835,39631
2003-11-03,Russia,1807761,48233,1618531,140997
2011-01-17,South Korea,261496,5748,201561,54187
2005-01-08,Spain,1952745,5081,1275496,672168
2006-07-31,Brazil,1793824,20163,1319287,454374
2003-03-07,France,526819,10640,381586,134593
2001-11-28,Mexico,750382,18680,609103,122599
2012-04-14,Russia,968166,7501,770288,190377
2018-04-01,Egypt,646248,19093,593321,33834
2016-05-31,Saudi Arabia,1925665,53123,1448402,424140
2019-10-27,Indonesia,61002,1481,48036,11485
2019-06-01,UK,1401837,24159,1093732,283946
2018-04-09,South Africa,807326,16709,459414,331203
2004-02-20,Saudi Arabia,289773,7723,184167,97883
2023-08-09,USA,462812,5525,386009,71278
2020-01-28,Canada,1829072,8158,1445588,375326
2015-08-08,Egypt,558059,2221,377949,177889
2008-11-08,Cambodia,1141827,27552,1040010,74265
2011-04-29,Pakistan,620572,5051,552325,63196
2018-03-08,Italy,692984,15955,372442,304587
2010-08-14,Indonesia,1927350,23343,1010093,893914
2009-12-17,Cambodia,822674,15094,466211,341369
2020-03-14,Vietnam,1353884,40537,687092,626255
2021-07-31,South Korea,1896908,27422,1591076,278410
2024-07-25,China,191374,5153,167603,18618
2015-11-21,Bangladesh,962224,19700,656542,285982
2008-05-19,Germany,1686455,45322,940368,700765
2011-11-19,Canada,744933,15124,437935,291874
2005-02-06,Bangladesh,1662755,21717,1446775,194263
2019-03-03,Cambodia,1712309,46476,874798,791035
2020-05-26,UK,720253,17532,643187,59534
2008-11-02,South Africa,1498868,25290,1416003,57575
2017-08-13,Mexico,185079,3684,173484,7911
2003-03-20,Bangladesh,1947441,29543,1470591,447307
2009-05-31,USA,699779,4888,452052,242839
2018-06-25,Spain,1764854,8352,1459841,296661
2002-07-28,Egypt,1813591,29482,1159226,624883
2010-12-21,Philippines,538267,4398,327682,206187
2020-08-25,Indonesia,706848,17291,369036,320521
2018-03-07,Turkey,1709649,30015,1177360,502274
2014-11-07,Pakistan,510159,393,405755,104011
2009-05-07,Egypt,3465,77,2278,1110
2019-04-06,Egypt,432891,323,267636,164932
2020-11-03,Mexico,268581,2269,208118,58194
2013-07-13,Bangladesh,999871,26800,556128,416943
2020-01-24,South Africa,852404,6266,430821,415317
2017-03-15,USA,214478,1018,202819,10641
2016-05-23,China,779290,22380,397510,359400
2003-12-08,UK,1517154,26649,825555,664950
2006-11-11,Italy,875691,17980,766913,90798
2008-04-19,Vietnam,1708233,43903,1451704,212626
2024-07-15,Philippines,527588,595,324074,202919
2021-03-28,France,1710997,22481,1289816,398700
2001-10-04,Egypt,827183,97,763264,63822
2018-11-05,Mexico,204429,4920,172465,27044
2006-06-07,Kenya,1489400,35523,1107755,346122
2001-08-28,Australia,761832,1675,681218,78939
2021-11-16,Mexico,79928,875,69073,9980
2014-09-07,China,1279112,11474,946175,321463
2016-02-17,South Korea,831299,425,428445,402429
2011-03-06,Australia,1366614,39536,891174,435904
2024-03-07,Japan,1991710,35897,1407440,548373
2003-11-04,UK,1339280,1980,1199922,137378
2016-05-26,Vietnam,1723817,21425,1596523,105869
2008-02-12,Vietnam,1716114,23095,1581265,111754
2016-03-24,Malaysia,1115403,16551,695217,403635
2006-02-07,Vietnam,1939433,5822,972785,960826
2005-12-03,Australia,774624,2834,440681,331109
2018-12-22,South Africa,1948011,57678,1311741,578592
2018-03-16,Kenya,1382926,34581,1254759,93586
2004-03-06,Argentina,120312,1409,77882,41021
2006-04-24,Brazil,741114,11870,676760,52484
2009-03-16,USA,1151864,8377,669655,473832
2022-09-29,Egypt,1203937,7348,941600,254989
2013-12-12,Brazil,1733804,23632,883473,826699
2010-05-22,Indonesia,973075,2766,564965,405344
2007-08-24,Saudi Arabia,803134,2361,422969,377804
2008-02-28,Turkey,119439,23,100790,18626
2019-08-17,Russia,414625,6792,357854,49979
2002-09-09,Egypt,270728,7191,187132,76405
2017-05-31,USA,924390,8276,757391,158723
2004-12-15,Mexico,1825939,29407,1280157,516375
2002-08-04,Spain,1465726,26030,1088048,351648
2006-04-02,Italy,395918,9185,252923,133810
2009-06-25,Russia,148775,870,100557,47348
2021-10-05,Pakistan,1737728,4592,1040257,692879
2014-04-01,Indonesia,1364790,8675,869693,486422
2008-10-06,Brazil,1513514,17622,1159002,336890
2016-07-28,Canada,1514784,15854,976892,522038
2008-07-22,Thailand,134635,2239,112342,20054
2010-08-06,Mexico,1270785,19065,674209,577511
2001-05-03,Philippines,640809,14430,354511,271868
2014-01-06,Australia,1024853,27538,944938,52377
2011-02-11,Cambodia,297865,5303,193665,98897
2012-03-26,Argentina,1279947,6893,1042516,230538
2018-08-26,Mexico,564590,13688,292823,258079
2005-10-03,Turkey,1734240,39142,1508971,186127
2008-11-21,Australia,86230,1249,68025,16956
2009-08-24,Brazil,1980980,301,1141351,839328
2007-02-08,Canada,40651,923,23137,16591
2009-12-17,Philippines,1369763,31243,804193,534327
2012-11-23,Pakistan,595997,8776,465297,121924
2010-06-05,Thailand,1243200,32244,724396,486560
2011-05-05,Germany,1255032,13842,753182,488008
2006-09-08,France,47541,867,43051,3623
2013-01-01,Cambodia,592315,2729,496543,93043
2004-04-10,Japan,185065,1177,97981,85907
2004-05-03,Pakistan,924833,7594,875639,41600
2003-09-21,Indonesia,491728,8642,297370,185716
2000-03-14,Canada,1482708,38761,1031374,412573
2024-04-17,Germany,146095,821,122098,23176
2003-12-19,USA,875659,22557,643768,209334
2018-04-02,Vietnam,1714094,36730,921721,755643
2007-05-01,India,850196,5295,685134,159767
2000-04-16,Vietnam,1885224,47044,1589146,249034
2017-04-22,Thailand,1447382,35324,1366776,45282
2015-04-14,Saudi Arabia,738020,12411,598883,126726
2015-08-03,Kenya,1417416,8943,1289347,119126
2006-05-22,Pakistan,1176972,17739,1095773,63460
2007-11-02,Brazil,1079656,10724,960524,108408
2023-11-19,France,776714,6642,500000,270072
2017-08-27,Pakistan,414816,10522,319901,84393
2009-03-19,Australia,1967991,56281,1803061,108649
2012-07-14,Thailand,686817,1479,646458,38880
2013-09-23,Germany,1468576,10602,1287583,170391
2010-07-30,Germany,1382997,31815,1075130,276052
2023-12-16,Saudi Arabia,1764378,25258,1533753,205367
2023-12-18,Kenya,1120011,30122,903572,186317
2004-03-13,Italy,804407,3874,434946,365587
2017-09-07,Brazil,546833,5148,359351,182334
2010-03-03,Egypt,1553452,23422,978334,551696
2023-11-17,Mexico,82678,1988,53204,27486
2021-11-22,Australia,296087,5778,226908,63401
2003-05-15,Egypt,353500,4425,235989,113086
2013-02-05,South Korea,321368,6302,214383,100683
2021-07-31,Australia,1976109,53753,1543886,378470
2001-09-07,South Africa,1061848,20631,761110,280107
2022-12-20,Bangladesh,1277919,18259,832316,427344
2015-05-06,Cambodia,1281826,5643,988753,287430
2019-02-05,USA,305807,4265,231762,69780
2002-04-13,Saudi Arabia,765512,10407,533049,222056
2019-09-29,Thailand,907925,377,704372,203176
2014-12-12,India,1319011,14781,1186758,117472
2021-03-19,Germany,1939940,25541,1182454,731945
2003-05-13,UK,1377683,7193,765321,605169
2008-09-22,Germany,750415,211,609355,140849
2020-07-29,Indonesia,93676,1394,83058,9224
2019-11-01,Italy,955141,8257,615261,331623
2023-11-06,Japan,1444701,18343,1122924,303434
2012-01-31,South Korea,1116892,16956,719771,380165
2023-10-23,Canada,774019,15154,659946,98919
2020-06-09,Brazil,440188,1581,262674,175933
2010-08-18,Bangladesh,601844,7880,425879,168085
2003-04-14,Australia,575749,9824,388376,177549
2024-02-13,Brazil,1895198,56609,1254626,583963
2016-11-22,Malaysia,570643,5751,349243,215649
2012-07-10,Malaysia,1523919,15127,1146167,362625
2011-02-19,Italy,94362,519,87491,6352
2016-07-08,South Africa,300374,2835,226042,71497
2012-02-11,Saudi Arabia,1669238,8656,1434491,226091
2007-05-22,Australia,21716,10,19992,1714
2004-01-02,Spain,396991,4695,341208,51088
2022-09-01,Philippines,807336,4966,738142,64228
2001-01-04,Russia,1740545,17482,1480537,242526
2011-04-23,Saudi Arabia,622863,16749,535304,70810
2015-05-12,Russia,1299423,26970,744320,528133
2011-11-05,India,722500,12441,363977,346082
2021-07-21,Australia,1572579,39108,1169200,364271
2000-11-26,Saudi Arabia,1330020,17999,832144,479877
2015-09-16,Egypt,1978656,31408,1124640,822608
2008-01-10,Saudi Arabia,645421,14473,489545,141403
2021-01-10,Vietnam,1550962,30831,1174168,345963
2016-12-11,China,562456,2705,412737,147014
2005-02-06,Canada,450286,7967,373658,68661
2021-05-16,Japan,1056630,8575,707129,340926
2011-06-11,Indonesia,1276580,12897,1120563,143120
2008-01-08,Canada,1409495,31818,1288835,88842
2015-01-08,France,473199,8280,296860,168059
2007-05-23,Japan,805362,9825,622190,173347
2005-12-13,Cambodia,1653789,15930,1327877,309982
2010-09-19,Egypt,1184600,33915,766990,383695
2002-06-27,Thailand,1965519,48329,1559665,357525
2005-11-13,UK,701292,4727,577442,119123
2018-10-24,Canada,50151,68,43985,6098
2020-01-29,Indonesia,1663214,17703,1359963,285548
2022-01-13,Bangladesh,1048922,8467,948758,91697
2009-06-02,Mexico,1473207,18881,937466,516860
2014-03-02,Vietnam,270831,4468,181806,84557
2011-05-29,Pakistan,1540970,538,788271,752161
2008-04-02,South Korea,1765856,20575,955222,790059
2012-05-24,Brazil,1197746,24400,767456,405890
2015-06-19,Argentina,629870,15562,395910,218398
2012-07-14,South Africa,856465,23817,682926,149722
2024-01-02,Kenya,172703,1659,124745,46299
2005-03-08,Brazil,627195,16563,575610,35022
2015-04-15,Kenya,1133434,32450,876741,224243
2001-03-21,Russia,959894,5990,838349,115555
